State,County,fips,Year,Female life expectancy (years),"Female life expectancy (national, years)","Female life expectancy (state, years)",Male life expectancy (years),"Male life expectancy (national, years)","Male life expectancy (state, years)"
Texas,Moore County,48341,2010,79.39,80.79,80.41,75.41,76.07,75.81
Texas,Morris County,48343,2010,77.99,80.79,80.41,72.41,76.07,75.81
Texas,Motley County,48345,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Nacogdoches County,48347,2010,77.64,80.79,80.41,72.59,76.07,75.81
Texas,Navarro County,48349,2010,78.32,80.79,80.41,73.46,76.07,75.81
Texas,Newton County,48351,2010,76.70,80.79,80.41,71.77,76.07,75.81
Texas,Nolan County,48353,2010,78.26,80.79,80.41,72.83,76.07,75.81
Texas,Nueces County,48355,2010,80.50,80.79,80.41,75.09,76.07,75.81
Texas,Ochiltree County,48357,2010,77.91,80.79,80.41,74.96,76.07,75.81
Texas,Oldham County,48359,2010,79.16,80.79,80.41,73.71,76.07,75.81
Texas,Orange County,48361,2010,76.36,80.79,80.41,71.26,76.07,75.81
Texas,Palo Pinto County,48363,2010,77.52,80.79,80.41,73.28,76.07,75.81
Texas,Panola County,48365,2010,78.28,80.79,80.41,73.29,76.07,75.81
Texas,Parker County,48367,2010,78.78,80.79,80.41,75.72,76.07,75.81
Texas,Parmer County,48369,2010,79.56,80.79,80.41,75.86,76.07,75.81
Texas,Pecos County,48371,2010,78.37,80.79,80.41,75.22,76.07,75.81
Texas,Polk County,48373,2010,76.55,80.79,80.41,70.16,76.07,75.81
Texas,Potter County,48375,2010,76.86,80.79,80.41,72.43,76.07,75.81
Texas,Presidio County,48377,2010,81.54,80.79,80.41,76.76,76.07,75.81
Texas,Rains County,48379,2010,79.48,80.79,80.41,73.90,76.07,75.81
Texas,Randall County,48381,2010,81.11,80.79,80.41,75.71,76.07,75.81
Texas,Reagan County,48383,2010,80.82,80.79,80.41,74.84,76.07,75.81
Texas,Real County,48385,2010,80.09,80.79,80.41,75.48,76.07,75.81
Texas,Red River County,48387,2010,78.97,80.79,80.41,72.13,76.07,75.81
Texas,Reeves County,48389,2010,78.37,80.79,80.41,75.22,76.07,75.81
Texas,Refugio County,48391,2010,79.83,80.79,80.41,74.92,76.07,75.81
Texas,Roberts County,48393,2010,77.24,80.79,80.41,73.56,76.07,75.81
Texas,Robertson County,48395,2010,78.68,80.79,80.41,73.21,76.07,75.81
Texas,Rockwall County,48397,2010,81.29,80.79,80.41,78.81,76.07,75.81
Texas,Runnels County,48399,2010,78.98,80.79,80.41,73.78,76.07,75.81
Texas,Rusk County,48401,2010,77.82,80.79,80.41,74.09,76.07,75.81
Texas,Sabine County,48403,2010,77.27,80.79,80.41,71.63,76.07,75.81
Texas,San Augustine County,48405,2010,77.27,80.79,80.41,71.63,76.07,75.81
Texas,San Jacinto County,48407,2010,77.98,80.79,80.41,71.90,76.07,75.81
Texas,San Patricio County,48409,2010,79.44,80.79,80.41,73.69,76.07,75.81
Texas,San Saba County,48411,2010,81.92,80.79,80.41,76.95,76.07,75.81
Texas,Schleicher County,48413,2010,79.67,80.79,80.41,75.07,76.07,75.81
Texas,Scurry County,48415,2010,78.81,80.79,80.41,74.19,76.07,75.81
Texas,Shackelford County,48417,2010,77.52,80.79,80.41,73.28,76.07,75.81
Texas,Shelby County,48419,2010,77.07,80.79,80.41,70.26,76.07,75.81
Texas,Sherman County,48421,2010,79.39,80.79,80.41,75.41,76.07,75.81
Texas,Smith County,48423,2010,79.58,80.79,80.41,74.81,76.07,75.81
Texas,Somervell County,48425,2010,79.98,80.79,80.41,76.09,76.07,75.81
Texas,Starr County,48427,2010,79.39,80.79,80.41,74.35,76.07,75.81
Texas,Stephens County,48429,2010,77.52,80.79,80.41,73.28,76.07,75.81
Texas,Sterling County,48431,2010,78.98,80.79,80.41,73.78,76.07,75.81
Texas,Stonewall County,48433,2010,77.85,80.79,80.41,74.54,76.07,75.81
Texas,Sutton County,48435,2010,81.15,80.79,80.41,75.13,76.07,75.81
Texas,Swisher County,48437,2010,80.33,80.79,80.41,75.25,76.07,75.81
Texas,Tarrant County,48439,2010,80.24,80.79,80.41,76.01,76.07,75.81
Texas,Taylor County,48441,2010,78.36,80.79,80.41,73.20,76.07,75.81
Texas,Terrell County,48443,2010,81.54,80.79,80.41,76.76,76.07,75.81
Texas,Terry County,48445,2010,78.61,80.79,80.41,73.68,76.07,75.81
Texas,Throckmorton County,48447,2010,78.21,80.79,80.41,74.89,76.07,75.81
Texas,Titus County,48449,2010,78.97,80.79,80.41,72.13,76.07,75.81
Texas,Tom Green County,48451,2010,79.09,80.79,80.41,74.60,76.07,75.81
Texas,Travis County,48453,2010,82.38,80.79,80.41,78.41,76.07,75.81
Texas,Trinity County,48455,2010,77.98,80.79,80.41,71.90,76.07,75.81
Texas,Tyler County,48457,2010,79.36,80.79,80.41,73.65,76.07,75.81
Texas,Upshur County,48459,2010,78.60,80.79,80.41,72.73,76.07,75.81
Texas,Upton County,48461,2010,78.57,80.79,80.41,73.04,76.07,75.81
Texas,Uvalde County,48463,2010,80.09,80.79,80.41,75.48,76.07,75.81
Texas,Val Verde County,48465,2010,81.15,80.79,80.41,75.13,76.07,75.81
Texas,Van Zandt County,48467,2010,77.49,80.79,80.41,73.03,76.07,75.81
Texas,Victoria County,48469,2010,79.81,80.79,80.41,74.79,76.07,75.81
Texas,Walker County,48471,2010,79.05,80.79,80.41,74.80,76.07,75.81
Texas,Waller County,48473,2010,79.72,80.79,80.41,74.69,76.07,75.81
Texas,Ward County,48475,2010,78.57,80.79,80.41,73.04,76.07,75.81
Texas,Washington County,48477,2010,80.98,80.79,80.41,76.41,76.07,75.81
Texas,Webb County,48479,2010,82.04,80.79,80.41,75.77,76.07,75.81
Texas,Wharton County,48481,2010,80.73,80.79,80.41,74.30,76.07,75.81
Texas,Wheeler County,48483,2010,78.32,80.79,80.41,72.30,76.07,75.81
Texas,Wichita County,48485,2010,77.21,80.79,80.41,72.91,76.07,75.81
Texas,Wilbarger County,48487,2010,79.59,80.79,80.41,73.83,76.07,75.81
Texas,Willacy County,48489,2010,79.45,80.79,80.41,74.78,76.07,75.81
Texas,Williamson County,48491,2010,82.67,80.79,80.41,79.91,76.07,75.81
Texas,Wilson County,48493,2010,81.08,80.79,80.41,76.20,76.07,75.81
Texas,Winkler County,48495,2010,77.88,80.79,80.41,72.18,76.07,75.81
Texas,Wise County,48497,2010,79.21,80.79,80.41,74.67,76.07,75.81
Texas,Wood County,48499,2010,78.76,80.79,80.41,73.45,76.07,75.81
Texas,Yoakum County,48501,2010,78.36,80.79,80.41,74.73,76.07,75.81
Texas,Young County,48503,2010,77.83,80.79,80.41,74.08,76.07,75.81
Texas,Zapata County,48505,2010,79.39,80.79,80.41,74.35,76.07,75.81
Texas,Zavala County,48507,2010,79.39,80.79,80.41,74.01,76.07,75.81
Utah,Beaver County,49001,2010,80.83,80.79,81.57,76.88,76.07,77.79
Utah,Box Elder County,49003,2010,80.97,80.79,81.57,77.74,76.07,77.79
Utah,Cache County,49005,2010,82.59,80.79,81.57,79.96,76.07,77.79
Utah,Carbon County,49007,2010,79.33,80.79,81.57,74.42,76.07,77.79
Utah,Daggett County,49009,2010,80.04,80.79,81.57,75.42,76.07,77.79
Utah,Davis County,49011,2010,82.35,80.79,81.57,79.06,76.07,77.79
Utah,Duchesne County,49013,2010,80.04,80.79,81.57,75.42,76.07,77.79
Utah,Emery County,49015,2010,79.63,80.79,81.57,75.84,76.07,77.79
Utah,Garfield County,49017,2010,80.83,80.79,81.57,76.88,76.07,77.79
Utah,Grand County,49019,2010,79.63,80.79,81.57,75.84,76.07,77.79
Utah,Iron County,49021,2010,79.71,80.79,81.57,76.70,76.07,77.79
Utah,Juab County,49023,2010,80.68,80.79,81.57,75.81,76.07,77.79
Utah,Kane County,49025,2010,80.65,80.79,81.57,76.30,76.07,77.79
Utah,Millard County,49027,2010,80.83,80.79,81.57,76.88,76.07,77.79
Utah,Morgan County,49029,2010,82.59,80.79,81.57,79.96,76.07,77.79
Utah,Piute County,49031,2010,80.83,80.79,81.57,76.88,76.07,77.79
Utah,Rich County,49033,2010,82.59,80.79,81.57,79.96,76.07,77.79
Utah,Salt Lake County,49035,2010,81.38,80.79,81.57,77.39,76.07,77.79
Utah,San Juan County,49037,2010,80.65,80.79,81.57,76.30,76.07,77.79
Utah,Sanpete County,49039,2010,80.68,80.79,81.57,75.81,76.07,77.79
Utah,Sevier County,49041,2010,79.92,80.79,81.57,75.75,76.07,77.79
Utah,Summit County,49043,2010,83.14,80.79,81.57,79.19,76.07,77.79
Utah,Tooele County,49045,2010,80.25,80.79,81.57,75.41,76.07,77.79
Utah,Uintah County,49047,2010,78.75,80.79,81.57,75.23,76.07,77.79
Utah,Utah County,49049,2010,82.28,80.79,81.57,79.03,76.07,77.79
Utah,Wasatch County,49051,2010,80.41,80.79,81.57,77.67,76.07,77.79
Utah,Washington County,49053,2010,83.08,80.79,81.57,78.55,76.07,77.79
Utah,Wayne County,49055,2010,79.92,80.79,81.57,75.75,76.07,77.79
Utah,Weber County,49057,2010,80.76,80.79,81.57,76.33,76.07,77.79
Vermont,Addison County,50001,2010,81.77,80.79,81.61,78.22,76.07,77.35
Vermont,Bennington County,50003,2010,81.08,80.79,81.61,76.43,76.07,77.35
Vermont,Caledonia County,50005,2010,81.45,80.79,81.61,76.56,76.07,77.35
Vermont,Chittenden County,50007,2010,83.08,80.79,81.61,79.01,76.07,77.35
Vermont,Essex County,50009,2010,81.02,80.79,81.61,75.81,76.07,77.35
Vermont,Franklin County,50011,2010,81.06,80.79,81.61,77.06,76.07,77.35
Vermont,Grand Isle County,50013,2010,81.06,80.79,81.61,77.06,76.07,77.35
Vermont,Lamoille County,50015,2010,81.19,80.79,81.61,77.24,76.07,77.35
Vermont,Orange County,50017,2010,82.30,80.79,81.61,77.23,76.07,77.35
Vermont,Orleans County,50019,2010,81.02,80.79,81.61,75.81,76.07,77.35
Vermont,Rutland County,50021,2010,80.43,80.79,81.61,76.10,76.07,77.35
Vermont,Washington County,50023,2010,81.27,80.79,81.61,77.41,76.07,77.35
Vermont,Windham County,50025,2010,81.17,80.79,81.61,75.92,76.07,77.35
Vermont,Windsor County,50027,2010,81.67,80.79,81.61,77.77,76.07,77.35
Virginia,Accomack County,51001,2010,78.17,80.79,80.66,71.95,76.07,76.27
Virginia,Albemarle County,51003,2010,82.41,80.79,80.66,79.14,76.07,76.27
Virginia,Alleghany County,51005,2010,78.22,80.79,80.66,73.38,76.07,76.27
Virginia,Amelia County,51007,2010,79.73,80.79,80.66,74.22,76.07,76.27
Virginia,Amherst County,51009,2010,79.06,80.79,80.66,73.38,76.07,76.27
Virginia,Appomattox County,51011,2010,79.72,80.79,80.66,73.88,76.07,76.27
Virginia,Arlington County,51013,2010,83.49,80.79,80.66,80.39,76.07,76.27
Virginia,Augusta County,51015,2010,80.71,80.79,80.66,77.00,76.07,76.27
Virginia,Bath County,51017,2010,80.71,80.79,80.66,77.00,76.07,76.27
Virginia,Bedford County,51019,2010,80.29,80.79,80.66,75.87,76.07,76.27
Virginia,Bland County,51021,2010,79.37,80.79,80.66,73.25,76.07,76.27
Virginia,Botetourt County,51023,2010,80.98,80.79,80.66,76.58,76.07,76.27
Virginia,Brunswick County,51025,2010,77.51,80.79,80.66,70.91,76.07,76.27
Virginia,Buchanan County,51027,2010,76.75,80.79,80.66,69.62,76.07,76.27
Virginia,Buckingham County,51029,2010,77.89,80.79,80.66,74.40,76.07,76.27
Virginia,Campbell County,51031,2010,80.33,80.79,80.66,75.42,76.07,76.27
Virginia,Caroline County,51033,2010,79.52,80.79,80.66,74.06,76.07,76.27
Virginia,Carroll County,51035,2010,79.27,80.79,80.66,73.76,76.07,76.27
Virginia,Charles City County,51036,2010,78.64,80.79,80.66,72.33,76.07,76.27
Virginia,Charlotte County,51037,2010,77.65,80.79,80.66,72.92,76.07,76.27
Virginia,Chesterfield County,51041,2010,81.60,80.79,80.66,77.65,76.07,76.27
Virginia,Clarke County,51043,2010,78.72,80.79,80.66,75.34,76.07,76.27
Virginia,Craig County,51045,2010,78.22,80.79,80.66,73.38,76.07,76.27
Virginia,Culpeper County,51047,2010,80.58,80.79,80.66,76.12,76.07,76.27
Virginia,Cumberland County,51049,2010,79.73,80.79,80.66,74.22,76.07,76.27
Virginia,Dickenson County,51051,2010,76.92,80.79,80.66,70.72,76.07,76.27
Virginia,Dinwiddie County,51053,2010,79.14,80.79,80.66,73.46,76.07,76.27
Virginia,Essex County,51057,2010,79.73,80.79,80.66,74.54,76.07,76.27
Virginia,Fairfax County,51059,2010,84.52,80.79,80.66,81.67,76.07,76.27
Virginia,Fauquier County,51061,2010,80.62,80.79,80.66,76.53,76.07,76.27
Virginia,Floyd County,51063,2010,80.79,80.79,80.66,75.04,76.07,76.27
Virginia,Fluvanna County,51065,2010,81.47,80.79,80.66,77.01,76.07,76.27
Virginia,Franklin County,51067,2010,80.33,80.79,80.66,75.56,76.07,76.27
Virginia,Frederick County,51069,2010,81.41,80.79,80.66,77.03,76.07,76.27
Virginia,Giles County,51071,2010,79.37,80.79,80.66,73.25,76.07,76.27
Virginia,Gloucester County,51073,2010,79.62,80.79,80.66,75.37,76.07,76.27
Virginia,Goochland County,51075,2010,81.09,80.79,80.66,77.94,76.07,76.27
Virginia,Grayson County,51077,2010,78.00,80.79,80.66,73.68,76.07,76.27
Virginia,Greene County,51079,2010,80.71,80.79,80.66,76.50,76.07,76.27
Virginia,Greensville County,51081,2010,76.17,80.79,80.66,71.64,76.07,76.27
Virginia,Halifax County,51083,2010,78.81,80.79,80.66,71.63,76.07,76.27
Virginia,Hanover County,51085,2010,81.53,80.79,80.66,77.52,76.07,76.27
Virginia,Henrico County,51087,2010,81.05,80.79,80.66,76.81,76.07,76.27
Virginia,Henry County,51089,2010,77.78,80.79,80.66,71.40,76.07,76.27
Virginia,Highland County,51091,2010,80.71,80.79,80.66,77.00,76.07,76.27
Virginia,Isle of Wight County,51093,2010,79.31,80.79,80.66,74.68,76.07,76.27
Virginia,James City County,51095,2010,82.77,80.79,80.66,78.66,76.07,76.27
Virginia,King and Queen County,51097,2010,79.27,80.79,80.66,74.77,76.07,76.27
Virginia,King George County,51099,2010,79.71,80.79,80.66,76.19,76.07,76.27
Virginia,King William County,51101,2010,79.27,80.79,80.66,74.77,76.07,76.27
Virginia,Lancaster County,51103,2010,79.08,80.79,80.66,74.41,76.07,76.27
Virginia,Lee County,51105,2010,77.98,80.79,80.66,71.40,76.07,76.27
Virginia,Loudoun County,51107,2010,84.16,80.79,80.66,81.00,76.07,76.27
Virginia,Louisa County,51109,2010,80.92,80.79,80.66,75.67,76.07,76.27
Virginia,Lunenburg County,51111,2010,77.65,80.79,80.66,72.92,76.07,76.27
Virginia,Madison County,51113,2010,80.71,80.79,80.66,76.50,76.07,76.27
Virginia,Mathews County,51115,2010,79.62,80.79,80.66,75.37,76.07,76.27
Virginia,Mecklenburg County,51117,2010,78.21,80.79,80.66,72.92,76.07,76.27
Virginia,Middlesex County,51119,2010,79.73,80.79,80.66,74.54,76.07,76.27
Virginia,Montgomery County,51121,2010,80.68,80.79,80.66,76.21,76.07,76.27
Virginia,Nelson County,51125,2010,79.72,80.79,80.66,73.88,76.07,76.27
Virginia,New Kent County,51127,2010,82.77,80.79,80.66,78.66,76.07,76.27
Virginia,Northampton County,51131,2010,78.17,80.79,80.66,71.95,76.07,76.27
Virginia,Northumberland County,51133,2010,79.92,80.79,80.66,74.62,76.07,76.27
Virginia,Nottoway County,51135,2010,77.56,80.79,80.66,73.62,76.07,76.27
Virginia,Orange County,51137,2010,79.69,80.79,80.66,76.14,76.07,76.27
Virginia,Page County,51139,2010,79.85,80.79,80.66,73.81,76.07,76.27
Virginia,Patrick County,51141,2010,80.79,80.79,80.66,75.04,76.07,76.27
Virginia,Pittsylvania County,51143,2010,80.03,80.79,80.66,73.34,76.07,76.27
Virginia,Powhatan County,51145,2010,80.90,80.79,80.66,76.92,76.07,76.27
Virginia,Prince Edward County,51147,2010,78.93,80.79,80.66,73.15,76.07,76.27
Virginia,Prince George County,51149,2010,80.04,80.79,80.66,76.53,76.07,76.27
Virginia,Prince William County,51153,2010,82.29,80.79,80.66,78.67,76.07,76.27
Virginia,Pulaski County,51155,2010,78.52,80.79,80.66,72.56,76.07,76.27
Virginia,Rappahannock County,51157,2010,79.85,80.79,80.66,73.81,76.07,76.27
Virginia,Richmond County,51159,2010,79.08,80.79,80.66,74.41,76.07,76.27
Virginia,Roanoke County,51161,2010,81.07,80.79,80.66,76.96,76.07,76.27
Virginia,Rockbridge County,51163,2010,80.54,80.79,80.66,76.30,76.07,76.27
Virginia,Rockingham County,51165,2010,82.28,80.79,80.66,76.98,76.07,76.27
Virginia,Russell County,51167,2010,77.81,80.79,80.66,71.28,76.07,76.27
Virginia,Scott County,51169,2010,77.91,80.79,80.66,72.73,76.07,76.27
Virginia,Shenandoah County,51171,2010,80.34,80.79,80.66,75.98,76.07,76.27
Virginia,Smyth County,51173,2010,76.92,80.79,80.66,72.08,76.07,76.27
Virginia,Southampton County,51175,2010,78.64,80.79,80.66,72.33,76.07,76.27
Virginia,Spotsylvania County,51177,2010,80.60,80.79,80.66,76.52,76.07,76.27
Virginia,Stafford County,51179,2010,81.19,80.79,80.66,77.45,76.07,76.27
Virginia,Surry County,51181,2010,78.64,80.79,80.66,72.33,76.07,76.27
Virginia,Sussex County,51183,2010,76.17,80.79,80.66,71.64,76.07,76.27
Virginia,Tazewell County,51185,2010,76.01,80.79,80.66,69.19,76.07,76.27
Virginia,Warren County,51187,2010,78.72,80.79,80.66,75.34,76.07,76.27
Virginia,Washington County,51191,2010,79.52,80.79,80.66,74.55,76.07,76.27
Virginia,Westmoreland County,51193,2010,79.92,80.79,80.66,74.62,76.07,76.27
Virginia,Wise County,51195,2010,77.42,80.79,80.66,72.67,76.07,76.27
Virginia,Wythe County,51197,2010,78.73,80.79,80.66,73.35,76.07,76.27
Virginia,York County,51199,2010,82.24,80.79,80.66,78.85,76.07,76.27
Virginia,Alexandria City,51510,2010,82.46,80.79,80.66,78.49,76.07,76.27
Virginia,Bristol City,51520,2010,78.96,80.79,80.66,73.51,76.07,76.27
Virginia,Buena Vista City,51530,2010,80.54,80.79,80.66,76.30,76.07,76.27
Virginia,Charlottesville City,51540,2010,79.79,80.79,80.66,74.34,76.07,76.27
Virginia,Chesapeake City,51550,2010,80.29,80.79,80.66,75.74,76.07,76.27
Virginia,Colonial Heights City,51570,2010,79.87,80.79,80.66,75.27,76.07,76.27
Virginia,Covington City,51580,2010,78.22,80.79,80.66,73.38,76.07,76.27
Virginia,Danville City,51590,2010,77.08,80.79,80.66,69.62,76.07,76.27
Virginia,Emporia City,51595,2010,76.17,80.79,80.66,71.64,76.07,76.27
Virginia,Fairfax City,51600,2010,81.34,80.79,80.66,76.29,76.07,76.27
Virginia,Falls Church City,51610,2010,83.49,80.79,80.66,80.39,76.07,76.27
Virginia,Franklin City,51620,2010,79.31,80.79,80.66,74.68,76.07,76.27
Virginia,Fredericksburg City,51630,2010,79.20,80.79,80.66,73.28,76.07,76.27
Virginia,Galax City,51640,2010,78.00,80.79,80.66,73.68,76.07,76.27
Virginia,Hampton City,51650,2010,79.67,80.79,80.66,73.37,76.07,76.27
Virginia,Harrisonburg City,51660,2010,80.32,80.79,80.66,75.81,76.07,76.27
Virginia,Hopewell City,51670,2010,76.62,80.79,80.66,70.58,76.07,76.27
Virginia,Lexington City,51678,2010,80.54,80.79,80.66,76.30,76.07,76.27
Virginia,Lynchburg City,51680,2010,79.07,80.79,80.66,74.93,76.07,76.27
Virginia,Manassas City,51683,2010,80.82,80.79,80.66,76.53,76.07,76.27
Virginia,Manassas Park City,51685,2010,80.82,80.79,80.66,76.53,76.07,76.27
Virginia,Martinsville City,51690,2010,77.78,80.79,80.66,71.40,76.07,76.27
Virginia,Newport News City,51700,2010,79.34,80.79,80.66,73.90,76.07,76.27
Virginia,Norfolk City,51710,2010,77.38,80.79,80.66,72.69,76.07,76.27
Virginia,Norton City,51720,2010,77.42,80.79,80.66,72.67,76.07,76.27
Virginia,Petersburg City,51730,2010,73.69,80.79,80.66,67.79,76.07,76.27
Virginia,Poquoson City,51735,2010,82.24,80.79,80.66,78.85,76.07,76.27
Virginia,Portsmouth City,51740,2010,77.03,80.79,80.66,71.42,76.07,76.27
Virginia,Radford City,51750,2010,78.92,80.79,80.66,74.47,76.07,76.27
Virginia,Richmond City,51760,2010,76.93,80.79,80.66,71.31,76.07,76.27
Virginia,Roanoke City,51770,2010,77.25,80.79,80.66,70.75,76.07,76.27
Virginia,Salem City,51775,2010,80.10,80.79,80.66,73.92,76.07,76.27
Virginia,Staunton City,51790,2010,79.46,80.79,80.66,74.01,76.07,76.27
Virginia,Suffolk City,51800,2010,78.46,80.79,80.66,74.49,76.07,76.27
Virginia,Virginia Beach City,51810,2010,81.38,80.79,80.66,77.39,76.07,76.27
Virginia,Waynesboro City,51820,2010,77.89,80.79,80.66,73.61,76.07,76.27
Virginia,Williamsburg City,51830,2010,82.77,80.79,80.66,78.66,76.07,76.27
Virginia,Winchester City,51840,2010,78.77,80.79,80.66,73.93,76.07,76.27
Washington,Adams County,53001,2010,79.65,80.79,81.57,74.78,76.07,77.62
Washington,Asotin County,53003,2010,81.64,80.79,81.57,76.16,76.07,77.62
Washington,Benton County,53005,2010,81.42,80.79,81.57,77.45,76.07,77.62
Washington,Chelan County,53007,2010,82.09,80.79,81.57,78.20,76.07,77.62
Washington,Clallam County,53009,2010,81.37,80.79,81.57,75.44,76.07,77.62
Washington,Clark County,53011,2010,81.17,80.79,81.57,77.86,76.07,77.62
Washington,Columbia County,53013,2010,82.20,80.79,81.57,77.49,76.07,77.62
Washington,Cowlitz County,53015,2010,79.50,80.79,81.57,74.89,76.07,77.62
Washington,Douglas County,53017,2010,81.13,80.79,81.57,77.33,76.07,77.62
Washington,Ferry County,53019,2010,80.44,80.79,81.57,76.56,76.07,77.62
Washington,Franklin County,53021,2010,80.67,80.79,81.57,77.12,76.07,77.62
Washington,Garfield County,53023,2010,82.20,80.79,81.57,77.49,76.07,77.62
Washington,Grant County,53025,2010,80.70,80.79,81.57,75.84,76.07,77.62
Washington,Grays Harbor County,53027,2010,78.90,80.79,81.57,73.93,76.07,77.62
Washington,Island County,53029,2010,82.93,80.79,81.57,79.85,76.07,77.62
Washington,Jefferson County,53031,2010,81.93,80.79,81.57,78.53,76.07,77.62
Washington,King County,53033,2010,83.29,80.79,81.57,79.32,76.07,77.62
Washington,Kitsap County,53035,2010,80.76,80.79,81.57,77.30,76.07,77.62
Washington,Kittitas County,53037,2010,81.95,80.79,81.57,77.58,76.07,77.62
Washington,Klickitat County,53039,2010,82.24,80.79,81.57,77.68,76.07,77.62
Washington,Lewis County,53041,2010,80.49,80.79,81.57,75.80,76.07,77.62
Washington,Lincoln County,53043,2010,80.44,80.79,81.57,76.56,76.07,77.62
Washington,Mason County,53045,2010,80.97,80.79,81.57,76.52,76.07,77.62
Washington,Okanogan County,53047,2010,80.63,80.79,81.57,74.53,76.07,77.62
Washington,Pacific County,53049,2010,79.39,80.79,81.57,75.36,76.07,77.62
Washington,Pend Oreille County,53051,2010,80.25,80.79,81.57,75.61,76.07,77.62
Washington,Pierce County,53053,2010,80.30,80.79,81.57,76.20,76.07,77.62
Washington,San Juan County,53055,2010,81.58,80.79,81.57,77.92,76.07,77.62
Washington,Skagit County,53057,2010,80.69,80.79,81.57,77.34,76.07,77.62
Washington,Skamania County,53059,2010,82.24,80.79,81.57,77.68,76.07,77.62
Washington,Snohomish County,53061,2010,81.58,80.79,81.57,77.92,76.07,77.62
Washington,Spokane County,53063,2010,80.32,80.79,81.57,76.56,76.07,77.62
